Hip|HD|BayerFlamsteed|ProperName
||Sol|Sol
102453|197912| 52    Cyg| 
102459|198039||
102474|197832||
102480|197814||
102485|197692| 16Psi Cap| 
102486|197711||
102487|197725| 17    Cap| 
102488|197989| 53Eps Cyg| 
102490|197913||
102495| ||
102496|197649|          | 
102497|197630|          | 
102499|198181|          | 
102504|197940||
102506|197544||
102507|197746||
102512|197784||
102521|197818||
102530|198151|          | 
102531|197963| 12Gam1Del| 
102532|197964| 12Gam2Del| 
102537|198014||
102540|197359||
102542|198056||
102558|198343||
102561|197954|          | 
102568|198108||
102570|198195||
102571|198134|          | 
102579|197713||
102580|197823||
102582| ||
102584|197889||
102585|198237|          | 
102588|197748||
102589|198183| 54Lam Cyg| 
102599|199437|          | 
102601|198025||
102610|198089||
102612|198061||
102616| ||
102618|198001|  2Eps Aqr| 
102624|198026|  3    Aqr| 
102626|197890||
102627|198110||
102630|198184||
102631|198070|          | 
102633|198069| 13    Del| 
102635|198345|          | 
102640|198199||
102642|198387|          | 
102648|198287||
102652|198074||
102653|198124||
102658|198041||
102660|198031||
102664|198075||
102666|198111||
102670|197900||
102674|198166||
102675|198044||
102678|198239||
102680|198167||
102684|198737||
102685|198063||
102689|198168||
102693|197937|   Iot Mic| 
102694|198792||
102698|198267||
102705|197957||
102707|198330||
102712|198513|          | 
102714|198401||
102724|198478| 55    Cyg| 
102725|197569||
102730|197431||
102746|198480||
102747|198596||
102753|197921||
102755|198437||
102758|198332||
102759|198010||
102766|198425||
102769|198142||
102770|198272||
102771|198781|          | 
102772|198174|          | 
102773|197635|   Sig Pav| 
102775|198679||
102780|198208|          | 
102781|200545||
102782| ||
102784| ||
102790|198048|   Zet Ind| 
102791|199019||
102796|198611||
102801|198638||
102804|198624||
102805|198390| 15    Del| 
102807|198389||
102809| ||
102814|198403||
102817| ||
102819|198391| 14    Del| 
102823|198371||
102827|198625|          | 
102831|198232|   Alp Mic| 
102832|198405||
102833|198404|          | 
102843|198639| 56    Cyg| 
102845|198278||
102847|198527||
102850|198458||
102851|198550|| 
102858|198793||
102869|198354||
102870| || 
102876|198626||
102878|198552|          | 
102881|341159||
102885|198690||
102891|198431|          | 
102895|198119||
102901|198356|          | 
102908|198420||
102910|198692||
102912|198794||
102914| ||
102916|198357|          | 
102920|198833||
102921|198834||
102923| ||
102945|198571|  4    Aqr| 
102949|198726|          | 
102950|198308|   Iot Ind| 
102951|198858||
102953|198784||
102954|198500||
102956|198877||
102959|198501||
102962|198160|          | 
102963|198502||
102964| ||
102970|199476|| 
102975|198599||
102978|198542| 18Ome Cap| 
102980|198758||
102982|199492||
102986|198704||
102989|198529|   Bet Mic| 
102993|198820|          | 
102994|198647||
102999|198846||
103004|198809| 31    Vul| 
103005|198667|  5    Aqr| 
103012|198916||
103014| ||
103018|198648||
103019| ||
103024|199067||
103027|198649||
103035|199120||
103036|198835||
103037|198694||
103039| ||
103045|198743|  6Mu  Aqr| 
103049|198590||
103062|198933||
103071|198732|          | 
103077|198802|          | 
103079|198976|          | 
103082|198696||
103088|198688||
103089|199081| 57    Cyg| 
103092|199191||
103094|199098|          | 
103096|199305|| 
103103|198751|          | 
103104|199154||
103105|198398||
103108|199099|          | 
103114|198824||
103116|199055||
103124|198752||
103127|198716|          | 
103128|199354||
103130|199306||
103138| ||
103143|199216||
103144|199178||
103145|199101|          | 
103150| ||
103154|198949|          | 
103158|198867||
103162|198951||
103164|198962||
103166|198902||
103167|199206||
103168|198853|          | 
103172|199072||
103184|198563||
103189|199218|          | 
103191|199140|          | 
103200|199169| 32    Vul| 
103206|198766|          | 
103213|199311||
103216|199234||
103219|200039|          | 
103223|199035||
103224|199014||
103226|199012| 19    Cap| 
103227|198700|   Bet Ind| 
103230|198828||
103232|199220||
103242|199251||
103256| || 
103260|198829||
103261|199124|          | 
103262|199141||
103263|199394||
103271|199194||
103272|199355||
103277|199356||
103278|199317||
103282|199395||
103284|199713||
103287| ||
103288|199266||
103294|199253| 17    Del| 
103298|199254| 16    Del| 
103301|199223|          | 
103308|199000||
103309|199255||
103311|199143||
103312|199478|          | 
103322|199479||
103324| ||
103330|199375||
103333|199320||
103340|198956||
103341|199511||
103342|200251||
103343|199578|          | 
103346|199661|          | 
103347|199280|          | 
103348|199512||
103349|358025||
103356|199547||
103358|199378||
103359|199611|          | 
103360|199612|          | 
103366|199399||
103371|199579|          | 
103376| ||
103384|199363||
103388| || 
103389|199260|          | 
103391|199381||
103392|199580||
103393| || 
103397|199227||
103398|199285||
103401|199345|  7    Aqr| 
103405|199480||
103413|199629| 58Nu  Cyg| 
103414|199442|          | 
103417|199498||
103420|200099||
103422|199597||
103435|203836||
103441| || 
103442|199679||
103452|199694||
103455|199598||
103458|199288|| 
103460|199443|          | 
103468|198928||
103471|199908||
103472|199560||
103476|199799||
103483|199583||
103487|199523||
103502| ||
103503|198971||
103510|199763||
103511|199697| 33    Vul| 
103516|199719||
103519|199870|          | 
103523|199891||
103527|199665| 18    Del| 
103528|199871||
103530|199955|          | 
103532|199892|          | 
103542|199005||
103544| || 
103545|199603|          | 
103546|199939||
103548|199837||
103550|199651||
103557|199986||
103559|199956||
103568|199838||
103569|199766|  1Eps Equ| 
103571| ||
103576| ||
103577| ||
103579|200019||
103581|199704||
103583| ||
103596|200030||
103597|199618||
103598|200205|          | 
103603|200021||
103605|199620|| 
103606|200167||
103611|199803||
103616|199728| 20    Cap| 
103620|199489||
103621|199342||
103624|200031||
103632|200120| 59    Cyg| 
103633|200206||
103635|199941|          | 
103636| ||
103637|200102||
103640|199828||
103641|200077||
103644|199971||
103645|200043||
103646|199684|          | 
103650| ||
103652|199942|          | 
103655| || 
103654|199190||
103658|200177||
103659|199881||
103660|199999||
103673|199623|          | 
103675|200044|          | 
103678| ||
103679|197909||
103681|199944||
103682|199960| 11    Aqr| 
103687|199810||
103693|199642||
103699|199976||
103700|200269||
103703|199947||
103705|199845||
103713| || 
103720|199917||
103722|200063||
103728|200004||
103732|200310| 60    Cyg| 
103734|200253|          | 
103735|199918||
103738|199951|   Gam Mic| 
103742|200108||
103748|199952||
103749|200325||
103752|199475|          | 
103754| ||
103763|200775||
103766| ||
103768|199981|| 
103769|200139||
103777|200052|          | 
103779|200407||
103782|200370||
103783|200008||
103787|200083||
103790|200593||
103792|200575||
103800| || 
103801|200157||
103810|200614|          | 
103813|200256||
103814|200011|          | 
103819|200026||
103820|199933||
103822|200465||
103823|200352||
103824|200466||
103828|200527|          | 
103832| ||
103833|200391||
103834|200212||
103836|200073|          | 
103850|200576||
103851|200228||
103855|200014||
103858|200354||
103859|200560|| 
103861|200451||
103863|200326||
103865|200233||
103867| ||
103868|200393||
103871|200595|          | 
103876|200510||
103880|200199||
103882|200163|   Zet Mic| 
103889|200340|          | 
103891|200430|          | 
103892|200375|          | 
103893|200374||
103894|200577|          | 
103896|200297||
103899|200356||
103902|200245|          | 
103910| || 
103919|200546||
103920|200329||
103929|200740|          | 
103931|200433||
103932|200435||
103930|200578||
103933|200563||
103934|200114||
103938|201998||
103943| ||
103949|200753|          | 
103956|200817|          | 
103963|200723|          | 
103966|200857||
103972| ||
103976|200438||
103981|200496| 12    Aqr| 
103984|201032||
103987|200580||
103988|200248||
103998|200249||
104003|200321||
104016|200346||
104019|200499| 22Eta Cap| 
104026|200334||
104030|200203||
104031|200644|  3    Equ| 
104034|201063||
104036|200302||
104037|200115||
104041|200661|          | 
104043|199532|   Alp Oct| 
104048|200663|          | 
104059| || 
104060|200905| 62Xi  Cyg| 
104064|200842||
104073|200788||
104075|200746||
104077|200521||
104085|200365|   Mu  Ind| 
104092|200779|| 
104101|200790|  4    Equ| 
104105|201908|          | 
104108|200349||
104111|200758||
104112|200553||
104124| ||
104125|200554||
104127|201076||
104128|200877||
104135|200930||
104137| || 
104139|200761| 23The Cap| 
104146|201343||
104148|200718|   Del Mic| 
104163|200625||
104171|201636|          | 
104172|201051|          | 
104173|200750||
104174|200763|          | 
104177|200702|   Eta Mic| 
104185|201078|          | 
104187|200589||
104189|200932||
104194|201251| 63    Cyg| 
104197| || 
104202|200964||
104204|200868||
104206|199391||
104210|201156||
104212|202490||
104214|201091| 61    Cyg| 
104217|201092| 61    Cyg| 
104219|200987||
104220|201270||
104225|201651||
104229|200913||
104234|200914| 24    Cap| 
104239|200968|| 
104245|201320||
104250|201306||
104265|201066||
104266|200952||
104268|201359||
104269|200655||
104272|201038||
104274|201140||
104276|201013||
104278|200885||
104279|201098||
104281|201196|          | 
104283|201431||
104291|201731||
104293|201120||
104294|201099||
104296|200887||
104297|201057|          | 
104298|200973||
104299|200505||
104304| ||
104305|201159||
104308|200798||
104313|200856||
104318|201219||
104320|201254||
104323|200706||
104324|201221||
104325|201257||
104326|200918||
104329| || 
104331|201161||
104338|201222||
104345|201543||
104351| ||
104357|201298|          | 
104364|200751|          | 
104365|201184| 25Chi Cap| 
104369| ||
104371|201433|          | 
104374|201108||
104375|202123||
104383| || 
104382|177482|   Sig Oct| 
104385|200266|          | 
104389|201332||
104395|201322||
104396|201599||
104398|201226||
104399|201364||
104401|201376||
104414|202505||
104419| ||
104423|201286||
104426|235451||
104429|201301||
104430|201377||
104431|201002||
104432| || 
104434|201228||
104436|199509||
104440|200525|          | 
104441|201242||
104444|201335||
104449|201888|          | 
104451|202012|          | 
104452|201352| 27    Cap| 
104458|202345||
104459|201381| 13Nu  Aqr| 
104469|201245||
104471|201545||
104479|201702||
104481|201507|          | 
104483|201733|          | 
104488| ||
104492|201656||
104493| ||
104499|201390||
104501|201020||
104508|201317||
104516|201834|          | 
104521|201601|  5Gam Equ| 
104523|201409||
104525|201172||
104526|201247||
104534|201474||
104537|201836|          | 
104538|201616|  6    Equ| 
104539|201671|          | 
104543|202142||
104557|201567|          | 
104562|202181||
104565| || 
104570|201686||
104579|201819|          | 
104587|201924|| 
104592|201935||
104594|201858||
104597|200924|          | 
104599|201910||
104604|201427||
104606| ||
104609|202900||
104610| ||
104620|201411||
104622|201719||
104630|202084||
104632|202432||
104634|201707|          | 
104642|202214|          | 
104643|201912||
104644| || 
104648|201890||
104653|201939||
104659|201891||
104667|202765||
104673|201695||
104677|201892||
104680|201647|          | 
104687|201796||
104696|202049||
104699|202088||
104716|204149||
104717|201941||
104718|201771||
104719|202380||
104721|201649||
104726|201980||
104728|202126||
104732|202109| 64Zet Cyg| 
104733|202108||
104738|201772|          | 
104747|202198||
104748|202091||
104750|201901|          | 
104751|201921||
104752|201852|          | 
104755|201371|   Omi Pav| 
104756|203501|          | 
104759|202072||
104765|202240|          | 
104767|202073||
104771|202128|          | 
104772|202093||
104773|201789||
104774|202019||
104776|201711||
104781|202312||
104783|202034||
104788|202582|          | 
104791|202719||
104794|201865||
104805|202443||
104809|201989||
104810|202025||
104812|202519||
104814|202349||
104822|202314|          | 
104838|201931||
104839|202149|          | 
104844|202403||
104846|202386||
104852|202404||
104858|202275|  7Del Equ| 
104860|202276||
104864|202116||
104871|202583||
104872|202259|          | 
104878|202260||
104884|202351||
104886|202734||
104887|202444| 65Tau Cyg| 
104897|202279||
104903|202206||
104904|202281||
104907|202026||
104906|202173||
104908|202224||
104910|202307||
104911|202316||
104914|202261|          | 
104919|202616||
104925|202135|          | 
104929|201933||
104941|202568||
104958|202617||
104957|203516||
104962|202654|          | 
104963|202320| 28Phi Cap| 
104965|202027||
104967|202478||
104968|203399|          | 
104974|202369| 29    Cap| 
104978|202103|          | 
104980|202287|          | 
104985|202397||
104987|202447|  8Alp Equ| 
104990|202522||
104991|202492||
105000|202573|| 
105002|202407||
105005|202508||
105011|202510||
105016|202618||
105017|202710||
105019|202466||
105033|235473||
105034|202720|          | 
105035|202494||
105038|202575|| 
105040|202532||
105046|202554|          | 
105047|202711||
105049|202586||
105060|202577||
105062|202389||
105064|202923|          | 
105066|202605||
105073|201230||
105079|202606|          | 
105080|202987|          | 
105090|202560||Lacaille 8760
105091|203025|          | 
105098|202375||
105099|202811||
105101|202862|          | 
105102|202850| 67Sig Cyg| 
105104|202699||
105106|202540||
105111|202769||
105116|202880||
105120|202686||
105124|202781||
105133|202501||
105138|202904| 66Ups Cyg| 
105140|202627|   Eps Mic| 
105143|202671| 30    Cap| 
105144|204337||
105145|199692||
105148|202299|          | 
105152|202751|| 
105153|203013||
105155|202752||
105156|202648||
105161|202865||
105164|202753| 15    Aqr| 
105168|202723| 31    Cap| 
105169|201906|          | 
105170|202835||
105179|202907||
105178|202065||
105180|202612||
105181|202725||
105182|203135||
105184|202628|| 
105185|202593||
105186|203064| 68    Cyg| 
105190|204129||
105192|202926||
105193|203265||
105199|203280|  5Alp Cep|Alderamin
105200|202908||
105202|202884||
105204|202819||
105205|202975||
105214|202457|| 
105219|203137||
105223|203425||
105224|202951|          | 
105228|202773|          | 
105229|203096|          | 
105232|203030||
105234|203065||
105237|203112||
105240|203048||
105244|202774||
105250|203374||
105254|203015||
105256|202890||
105259|203338|          | 
105260|202775||
105261| ||
105264|203155||
105267|202929||
105266|202729||
105269|203156|          | 
105268|203467|  6    Cep| 
105273|203283||
105275|203376||
105282|203245|          | 
105295|203067||
105298|203320||
105303|203378||
105312|202940|          | 
105315|202990||
105318|202941||
105319|202730|   The Ind| 
105326|203140||
105333|203054||
105334|202874|          | 
105336| || 
105341|203040|| 
105342|203534||
105344|203206|          | 
105352|203286||
105357|203551||
105368| ||
105370|203574|          | 
105376|203288||
105382|203006|   The1Mic| 
105384|203019||
105388|202917||
105390|203358|          | 
105389|203177||
105391|202996||
105404|202947||
105406|203454|          | 
105410|203142||
105411|203344|          | 
105412|203222| 16    Aqr| 
105413|203291|  9    Equ| 
105425|203010|          | 
105430|203535||
105431|203345||
105432|203439|          | 
105433|203306||
105435|203401||
105438|203323||
105439|203021||
105441|202746||
105447|203577||
105463|203837||
105472|203383||
105476|203242||
105478|203405||
105481|203311||
105483|203384||
105490|204087||
105491|203364||
105497|203644|          | 
105496| ||
105500|203440||
105501|203125||
105502|203504|  1    Peg| 
105504| ||
105506| ||
105511|201414||
105515|203387| 32Iot Cap| 
105518|202731||
105526|204408||
105533| ||
105534|203458||
105540|203746||
105547|203148||
105548|203522||
105550|203486||
105557|204426||
105558|203630|          | 
105560|203257||
105561|203696|          | 
105562|203712||
105570|203562| 10Bet Equ| 
105573|203713||
105574|203525| 17    Aqr| 
105576|203475|          | 
105581|200267||
105595|203783||
105602|203840||
105606|203432||
105607|203784|          | 
105608|203633||
105610|204100||
105612|202732||
105613|203767||
105623|203699||
105624|203856||
105629|203335||
105631|203493||
105635|204260||
105636|203682||
105637|203857|          | 
105638|203495||
105640|203938||
105646|203607||
105650|204001||
105652|203803|          | 
105656|203555||
105660|203858|          | 
105662|203639|          | 
105665|203638| 33    Cap| 
105666|204023||
105668|203705| 18    Aqr| 
105669|204022||
105675|203413||
105677|204211||
105678|203133|          | 
105679| || 
105683|203652||
105685|203548|          | 
105688|203924||
105689|203886|          | 
105694|204624||
105695|203842|          | 
105696|203585|   The2Mic| 
105703|203925|          | 
105705|203793||
105707| ||
105711|203655||
105712|203244|| 
105717|203826||
105719|203497||
105724|203977||
105727|205072|          | 
105729|203843| 20    Aqr| 
105733|204131|          | 
105738|204007||
105740|203771||
105747|203943||
105761|203875| 19    Aqr| 
105764|203754||
105766|204521|| 
105767|203926| 21    Aqr| 
105768|203212|          | 
105769|204153|          | 
105770|204051||
105779|203725||
105781|203213||
105782|203893||
105791|204079||
105810|204070||
105811|204172| 69    Cyg| 
105815|203913||
105819|204041|          | 
105821|203897||
105831|203968||
105833|204133||
105841|203760|   Gam Ind| 
105853|204029||
105854|203949|          | 
105856|204073||
105858|203608|   Gam Pav| 
105860|204188|          | 
105864|204121|          | 
105879|203934||
105881|204075| 34Zet Cap| 
105882|204215||
105885| || 
105891|204428|          | 
105893|204375||
105898|204411|          | 
105902|204234||
105905|203850|| 
105906|205521||
105911|203985|| 
105913|204018|          | 
105918|204277||
105922|204247||
105928|204139| 35    Cap| 
105932| || 
105933|204265||
105942|204403| 70    Cyg| 
105946|204220||
105949|204599|          | 
105955|204497||
105956|204388||
105963| || 
105965|204268||
105966|204414| 35    Vul| 
105972|204770|  7    Cep| 
105978|204415||
105981|204720||
105984|204484||
105986|204536||
105990|204614||
105992|204734||
105998|204721||
106003|204485|          | 
106004|204110||
106005|204417|| 
106006|204313||
106007|204363|          | 
106015|204404||
106021|204445|          | 
106028|204673||
106032|205021|  8Bet Cep| 
106036|204540||
106037|204541||
106039|204381| 36    Cap| 
106043| ||
106044|203881|          | 
106048|205395||
106049|204699||
106051|203203||
106052|204754|          | 
106053|204509||
106055|204447||
106062|204585|          | 
106064|204560|          | 
106065|204228|          | 
106066|204889||
106067|204394|  5    PsA| 
106071|204710||
106072| ||
106075|204571||
106078|204287||
106081|204642||
106085|205022||
106093|204771| 71    Cyg| 
106098|204421||
106103|204603||
106106| || 
106108|204812||
106115|204548||
106121|204964||
106122|204814||
106123|204475||
106128|204437||
106130| ||
106132|204905||
106140|204724|  2    Peg| 
106143|204577|          | 
106144|204829||
106145|204860||
106147|204587|| 
106151|204815||
106152|204725||
106159|204476||
106170|204917||
106171|204965|          | 
106184|204918||
106185|204609||
106193|205235||
106199|204692||
106203|204592||
106204| ||
106206|204668||
106213|204385||
106215|204890||
106218| ||
106226|205372||
106227|205139|          | 
106230|205113||
106231| || 
106243|204862|          | 
106255| || 
106256|205084||
106258|204864||
106259|203153||
106263|205024||
106264|204779||
106267|205114|          | 
106278|204867| 22Bet Aqr| 
106280|204848|| 
106284|205060||
106285|205196||
106286| ||
106293|205116||
106296| ||
106305| ||
106306|205011||
106310|204822||
106312|204968||
106317| ||
106320|202418|          | 
106323|205075||
106327|204783|   Xi  Gru| 
106335| ||
106337|205013||
106340|204854|  6    PsA| 
106341|205199||
106346|205210||
106350| ||
106351|204971||
106353|204941||
106355|205087|          | 
106362|205053||
106363|204943|          | 
106373|205212||
106388|205201||
106389|204652||
106390|205237||
106391| ||
106393|205314|          | 
106394|205142||
106395|205160||
106397|205127||
106400|205434||
106406|204086||
106407|205286||
106409|205331||
106412|205129||
106419|204873|          | 
106420|205349|          | 
106424|203955|          | 
106425|205224||
106429|204960|          | 
106438|205067||
106439| ||
106440|204961|| 
106456|205132||
106474|203532|          | 
106481|205435| 73Rho Cyg| 
106483|205048||
106488|205244||
106491|205653||
106495|205260||
106500|205096|          | 
106510| ||
106515|205741||
106518|205551|          | 
106527|205420|          | 
106538|205776||
106541|205186||
106544|205358||
106546| ||
106550|205422||
106551|205512| 72    Cyg| 
106554|205436||
106557| || 
106559|205289| 37    Cap| 
106560|205156||
106564|205265|          | 
106566|205123||
106568|205306||
106572|205514||
106578|205601||
106582|205497||
106583|206362||
106586|205294||
106590|205342|          | 
106592|205423|          | 
106595|205539|          | 
106601|205455||
106604|205938||
106605|205541|          | 
106630|205602||
106642|205730|          | 
106643|205603||
106651|205795||
106654|205471|  8    PsA| 
106658|205808||
106661|205688|          | 
106675|205448||
106686|205605||
106688|205744||
106694| || 
106696|205390|| 
106701|205545||
106703|205529|  7    PsA| 
106704|205310||
106709|205634||
106711|205835| 74    Cyg| 
106714|205530||
106715|205624||
106720|205762||
106723|205637| 39Eps Cap| 
106725|205746||
106730|206078||
106735|205966||
106739|205693||
106741|205674||
106742|205880||
106752|205939|          | 
106755|205782||
106758|205765|          | 
106768|205705||
106771|206040|          | 
106775|205837||
106782|205591||
106783|205811|  3    Peg| 
106786|205767| 23Xi  Aqr| 
106787|205852|  5    Peg| 
106790|205952||
106792| ||
106794| || 
106801|206165|  9    Cep| 
106802|205941||
106803| || 
106805|205769||
106811| || 
106815|205998||
106818|205417|          | 
106825|205855||
106826|205771||
106829|205829||
106834|205348||
106843|206183||
106847|206066||
106848|206121||
106849|206111||
106856|205924|  4    Peg| 
106863|206166||
106868|205871||
106869|206311||
106870|205925||
106872|206027|          | 
106876|205888||
106881|204904|          | 
106882| ||
106886|206267|          | 
106897|206043|          | 
106907|205872|          | 
106913|205905|| 
106914|206554||
106922|205972||
106929|205929||
106931|205891||
106932|206114||
106938|206005|          | 
106942|206058||
106944|206067| 25    Aqr| 
106955|205913||
106968|205933||
106969|206261||
106970|206280||
106972| || 
106973|206349||
106974|206312||
106978|205877|          | 
106981|206155||
106985|206088| 40Gam Cap| 
106986|205848||
106999|206330| 75    Cyg| 
107000|206365||
107010|205582||
107015|206173||
107019|206063||
107020|206172||
107021|206038||
107022|205536||
107025|206730||
107026|206536||
107028|206228||
107030|205935|          | 
107032|206146||
107038|207897||
107040|206332||
107041|206509|          | 
107042| ||
107046|206262||
107059|206385||
107062|206315||
107063|206298||
107064|206367||
107066|206401||
107068| ||
107070|206374||
107075|206523||
107079|206181||
107084|206403||
107088|206288||
107089|205478|   Nu  Oct| 
107095|206301| 42    Cap| 
107097|206538| 76    Cyg| 
107100|206430||
107103|206252||
107105|206432||
107111|206317||
107112|206291|          | 
107119|206952| 11    Cep| 
107122|206354||
107126|206485||
107128|206356| 41    Cap| 
107129|206570|          | 
107133| ||
107135|206340||
107138|206671||
107136|206672| 80Pi 1Cyg| 
107140|206632|          | 
107142|206467||
107143|206276|| 
107144|206445| 26    Aqr| 
107149|206342||
107150|206602||
107151|206487|  7    Peg| 
107152|206163||
107159|206696||
107162|206644| 77    Cyg| 
107164|206773||
107173|206540|          | 
107175| ||
107180|206673||
107184|206557||
107186|206731|          | 
107188|206453| 43Kap Cap| 
107191|206913||
107197|206842|          | 
107214|206646||
107215|206823||
107216|206698||
107225|206395||
107230|207130|          | 
107232|206561| 44    Cap| 
107233| ||
107235|206749|          | 
107238|206546|          | 
107246|206658||
107248|206548||
107253|206774| 79    Cyg| 
107258|206701||
107259|206936|   Mu  Cep| 
107261|206551||
107264|206182||
107268|206807||
107270|206660||
107271|206689||
107277|206381||
107280|206720||
107288|206792||
107289|206443||
107295|206533||
107297|206793||
107299|206429||
107300|206428||
107302|206677| 45    Cap| 
107310|206826| 78Mu 1Cyg| 
107314| ||
107315|206778|  8Eps Peg|Enif
107317| || 
107320|206397||
107322|207067||
107323|206502||
107326|206874||
107334|208306||
107335|206889||
107336|206766||
107339|206963||
107343|206900||
107344|206642|          | 
107346| || 
107345| ||
107348|206859|  9    Peg| 
107350|206860|          | 
107351|206707||
107354|206901| 10Kap Peg| 
107355|207086||
107367|206863||
107374|207198|          | 
107376| ||
107379|206833||
107380|206742|  9Iot PsA| 
107382|206834| 46    Cap| 
107385|206630||
107393| ||
107392|206797||
107398|207119||
107409|206690|          | 
107411|206991||
107412|206893||
107418|207260| 10Nu  Cep| 
107423|206399|          | 
107425|206854||
107427| ||
107442|207308||
107445|207088|          | 
107447|206993||
107457|207485||
107459|207803||
107462|207071||
107469|207232||
107472|207089| 12    Peg| 
107476| ||
107487|207005| 47    Cap| 
107488|207218|          | 
107496|206691||
107502|207134|          | 
107504|206958||
107509|207007||
107512|207147||
107516|207076||
107517|207052| 48Lam Cap| 
107522|206804|| 
107525|206653||
107527|207061||
107531|207165||
107532|207263||
107533|207330| 81Pi 2Cyg| 
107541|207201||
107555|207636|          | 
107556|207098| 49Del Cap| 
107558|207223|          | 
107573|207266||
107575|207203| 11    Peg| 
107585|207204||
107586|207528| 12    Cep| 
107587| ||
107593|207104||
107596|207235|          | 
107598|207538||
107601|207175||
107608|207155| 10The PsA| 
107610|207208||
107614|206911||
107618|207237||
107620|207043||
107625|207144|| 
107637|207446|          | 
107642|207419||
107648|207684||
107649|207129|          | 
107653|207489||
107657|207469||
107664|207516|          | 
107665|206505||
107669|207193||
107678|207015||
107683|207490||
107690|207158||
107700|208002|| 
107702|207435||
107704|207647||
107705| || 
107710|207826||
107711| || 
107723|207780|          | 
107726|207545||
107734|207563|          | 
107744|207623||
107747|206096||
107749|207673|          | 
107750|207503|          | 
107757|207376||
107758| || 
107763|207650| 14    Peg| 
107764|207581||
107766|207480||
107772| ||
107773|207229|          | 
107775|207400||
107777|207793||
107779|207450||
107781|207703||
107786|207651||
107788|207652| 13    Peg| 
107792|207754||
107796|207675||
107797|207552|          | 
107805|207583||
107806|207377||
107813|207756||
107815|207719||
107820|207627||
107821|207740||
107822|207839||
107835|207241|   Omi Ind| 
107839|207629||
107842|207415||
107843|206240|   Lam Oct| 
107856|207857|          | 
107859|207197||
107865| ||
107877|207692||
107886|207796||
107887|207840|          | 
107893|208132|          | 
107895|207795|| 
107896|207859||
107901|207760|          | 
107913|208106||
107914|208141||
107919|207861||
107920|207966|| 
107921|207607||
107923|207991||
107928|207618||
107929|208063||
107930|208095|          | 
107931| || 
107936|207699||
107941|207874||
107947|207575||
107948| ||
107952|208742||
107955|208375||
107956|207932|          | 
107958|207992|| 
107961|208185||
107962|207888||
107963|207765||
107964|207977||
107967|208173||
107968| || 
107971|208107||
107974|207889||
107975|207978| 15    Peg| 
107977|208134||
107984|208218||
107993|207920||
107995|208509||
107997|208076||
108002|207980||
108012|208007||
108018|207936||
108020| ||
108022|208057| 16    Peg| 
108028|208038||
108029|208219||
108030|208411||
108031|208452||
108034|208510||
108035|207895||
108036|207958| 51Mu  Cap| 
108039|208253||
108041|207467||
108042|208135||
108058|208008|          | 
108060|208108|          | 
108063|208122||
108065|207970||
108073|208392||
108084|208174||
108085|207971|   Gam Gru| 
108090|208110|          | 
108092| || 
108102|208111|          | 
108106|208125||
108110| ||
108119|208202|          | 
108121|208202|          | 
108123|208033||
108127|208189||
108129|206053||
108133|209111||
108145|208176||
108144|208177|          | 
108147|208362||
108150|208394||
108151|208629||
108156|208313|| 
108159| || 
108158|207700||
108162|207496|| 
108165|208501| 13    Cep| 
108167|208345||
108172|208344||
108174|208502||
108176|208209||
108179|208581||
108193|207869||
108195|207964|          | 
108198|208472||
108209|208606|          | 
108212|208363||
108213|208442||
108216| ||
108220|207870||
108226|208682|          | 
108228|208348||
108232|207896||
108233|208563||
108234|208456||
108236|208271||
108237|208349||
108241|208272||
108257|208713||
108258|208215||
108259|208285|          | 
108263|208443||
108268|208184||
108271| ||
108272|208398||
108278|208548||
108281|208149|   Pi  Ind| 
108294|208321|          | 
108296|208527|          | 
108297|208198||
108300|208261||
108301|208744||
108316|208551||
108317|208816|          | 
108327|208482||
108329|208323||
108336|208433||
108339|208565| 17    Peg| 
108340|208217||
108347|208435|          | 
108345|208609||
108349|208434||
108348|208727|          | 
108353|208728||
108354|207883||
108364|208947|          | 
108372|208905||
108374|208785||
108375|208487||
108377|207670||
108378|208971||
108380| || 
108385|208700||
108389|208632||
108391| ||
108401|208702||
108402|208612||
108405| || 
108408|208669||
108414|208621||
108415|208717||
108416|208573||
108419| ||
108420|209258|          | 
108431|208450|   Del Ind| 
108439|208718||
108446|208451||
108448|208690||
108450|208878||
108453|208703|          | 
108456|209942|          | 
108461|209943||
108467| || 
108468|208704||
108471|208789||
108473|208776||
108477|208722||
108478|208496|   Kap1Ind| 
108479|208625||
108481|208896||
108484|208627||
108490|208906||
108494|208735|          | 
108504| ||
108505|209112|          | 
108506|208801|          | 
108513|208897||
108523| || 
108525|208880||
108535|209369| 16    Cep| 
108540|208808||
108542|208793||
108543|208737|          | 
108553|209124|          | 
108565|208810||
108566|208942||
108567| || 
108569| || 
108570|209146||
108571|208851||
108585|208869||
108594| ||
108597|208886||
108598|208740||
108602|209203||
108603|209317||
108612|209008| 18    Peg| 
108621|209126||
108626|208796|          | 
108632|209149|          | 
108634| ||
108639|208926||
108645|209219||
108650|209339|          | 
108660|209193||
108661|209014| 12Eta PsA| 
108681|208992||
108691|209128| 28    Aqr| 
108692|209080||
108693|209166| 20    Peg| 
108695|209260||
108699|209167| 19    Peg| 
108700|209223||
108706| || 
108718|209453||
108723|209082||
108732|209154||
108736|208998||
108745|209342||
108746|209298||
108752| || 
108758|209419|          | 
108759|208500|          | 
108761|209262||
108766|209288|          | 
